Visit_ID,Avg_Session_Duration,Pages_Per_Session,Channel,Zone,Order
101634,2.25,1,Paid Search,South,1
101635,6,4,Paid Search,South,1
101636,3,4,Direct,North,1
101637,6,1,Paid Search,North,0
101638,15,4,Paid Search,South,1
101639,3,3,Paid Search,North,1
101640,10.5,2,Paid Search,South,1
101641,4.5,1,Direct,North,1
101642,3.75,4,Direct,North,1
101643,3.75,2,Direct,South,1
101644,6,2,Paid Search,North,0
101645,4.5,1,Paid Search,North,0
101646,9,4,Direct,North,1
101647,7.5,2,Paid Search,South,1
101648,3,2,Paid Search,South,1
101649,6,3,Paid Search,North,1
101650,3,4,Direct,North,1
101651,12,1,Direct,North,1
101652,3,2,Paid Search,North,0
101653,6,1,Paid Search,North,0
101654,9,4,Paid Search,South,1
101655,6,3,Paid Search,North,1
101656,3.5,4,Paid Search,North,1
101657,3,4,Paid Search,North,1
101658,12,3,Paid Search,North,1
101659,7.5,1,Direct,South,1
101660,4.5,1,Paid Search,South,1
101661,3,4,Paid Search,South,1
101662,3,2,Paid Search,North,0
101663,5.25,2,Paid Search,North,0
101664,1.5,1,Paid Search,North,0
101665,1.5,1,Direct,South,1
101666,6,2,Direct,North,1
101667,7.5,2,Paid Search,North,1
101668,12,1,Direct,North,1
101669,3,4,Paid Search,South,1
101670,7.5,4,Paid Search,North,1
101671,6,3,Direct,South,1
101672,9,2,Direct,South,1
101673,15,4,Paid Search,South,1
101674,1.5,1,Paid Search,North,0
101675,5.25,2,Direct,North,1
101676,7.5,4,Paid Search,North,1
101677,6,4,Paid Search,North,1
101678,18,2,Paid Search,South,1
101679,6,4,Paid Search,North,1
101680,4.5,1,Paid Search,South,1
101681,1.5,1,Direct,North,1
101682,3,4,Paid Search,North,1
101683,3.75,3,Paid Search,North,1
101684,6,3,Paid Search,South,1
101685,9,3,Direct,North,1
101686,15,4,Paid Search,North,1
101687,2.5,1,Paid Search,North,0
101688,9,3,Paid Search,North,1
101689,2.25,1,Paid Search,South,1
101690,3,3,Paid Search,North,1
101691,3.75,3,Paid Search,South,1
101692,3.75,2,Direct,South,1
101693,6,1,Paid Search,South,1
101694,1.5,1,Paid Search,North,0
101695,6,2,Paid Search,North,0
101696,1.5,1,Paid Search,South,1
101697,3,3,Paid Search,North,1
101698,3,2,Paid Search,North,0
101699,4.5,2,Paid Search,North,0
101700,3.75,4,Direct,North,1
101701,3,4,Paid Search,North,1
101702,12,4,Paid Search,North,1
101703,6,2,Paid Search,North,0
101704,7.5,2,Direct,North,1
101705,6.75,1,Direct,North,1
101706,3.75,4,Paid Search,North,1
101707,12,2,Paid Search,South,1
101708,3,3,Paid Search,North,1
101709,2.25,1,Paid Search,North,0
101710,2.25,1,Paid Search,South,1
101711,4.5,3,Paid Search,North,1
101712,1.5,1,Direct,North,1
101713,5.25,4,Paid Search,North,1
101714,2.25,1,Paid Search,North,0
101715,15,2,Paid Search,North,1
101716,7.5,4,Paid Search,North,1
101717,7.5,2,Paid Search,South,1
101718,4.5,2,Paid Search,North,0
101719,6,2,Paid Search,South,1
101720,5,4,Paid Search,South,1
101721,2.25,1,Paid Search,North,0
101722,1.5,1,Direct,North,1
101723,3,2,Paid Search,North,0
101724,2.25,1,Paid Search,North,0
101725,6.75,3,Paid Search,South,1
101726,1.5,1,Paid Search,South,1
101727,3.75,2,Paid Search,South,1
101728,4.5,4,Paid Search,North,1
101729,12,3,Direct,North,1
101730,6,4,Direct,South,1
101731,6,2,Paid Search,North,0
101732,6,4,Paid Search,South,1
101733,2,1,Paid Search,North,0
101734,6,4,Paid Search,South,1
101735,1,1,Paid Search,North,0
101736,9,2,Paid Search,South,1
101737,6,4,Paid Search,North,1
101738,4.5,4,Paid Search,South,1
101739,1.5,1,Paid Search,North,0
101740,7.5,4,Direct,North,1
101741,6,3,Paid Search,South,1
101742,2.5,1,Paid Search,North,0
101743,5.25,3,Paid Search,North,1
101744,6,4,Paid Search,North,1
101745,9.75,4,Paid Search,North,1
101746,3.25,1,Direct,South,1
101747,3.75,4,Paid Search,North,1
101748,3,1,Paid Search,South,1
101749,5.25,3,Paid Search,North,1
101750,3.75,2,Paid Search,South,1
101751,1.5,1,Paid Search,South,1
101752,4.5,2,Paid Search,North,0
101753,3,4,Direct,South,1
101754,7.5,2,Paid Search,North,1
101755,3,4,Direct,North,1
101756,6,4,Paid Search,North,1
101757,1.5,1,Paid Search,North,0
101758,3.75,4,Paid Search,South,1
101759,6,2,Paid Search,South,1
101760,3,3,Paid Search,North,1
101761,3.75,4,Paid Search,North,1
101762,4.5,4,Paid Search,North,1
101763,3,3,Paid Search,North,1
101764,5.25,4,Paid Search,North,1
101765,6,3,Paid Search,North,1
101766,3,3,Paid Search,South,1
101767,7.5,4,Paid Search,South,1
101768,2.5,1,Paid Search,North,0
101769,3,4,Paid Search,North,1
101770,3,4,Paid Search,South,1
101771,6,4,Paid Search,South,1
101772,9,2,Direct,South,1
101773,5.25,4,Paid Search,North,1
101774,6,4,Paid Search,North,1
101775,3,4,Paid Search,South,1
101776,6,4,Paid Search,North,1
101777,9,4,Paid Search,North,1
101778,4.5,1,Paid Search,North,0
101779,9,2,Paid Search,North,1
101780,4.5,4,Direct,South,1
101781,9.75,2,Paid Search,South,1
101782,6,4,Paid Search,North,1
101783,3,2,Direct,South,1
101784,3,2,Paid Search,North,0
101785,5,4,Paid Search,North,1
101786,4.5,2,Direct,North,1
101787,5.5,4,Paid Search,South,1
101788,12,3,Paid Search,North,1
101789,12,4,Direct,North,1
101790,10,3,Direct,North,1
101791,5.25,4,Direct,South,1
101792,6,4,Paid Search,South,1
101793,1.5,1,Paid Search,North,0
101794,6,4,Paid Search,South,1
101795,6,3,Paid Search,North,1
101796,2.25,1,Paid Search,South,1
101797,4.5,4,Paid Search,North,1
101798,3,4,Paid Search,South,1
101799,6,4,Paid Search,North,1
101800,2.25,1,Paid Search,North,0
101801,6,4,Direct,North,1
101802,4.5,4,Paid Search,South,1
101803,5,4,Paid Search,North,1
101804,3,4,Paid Search,North,1
101805,3,2,Paid Search,North,0
101806,9,1,Paid Search,South,1
101807,1.5,1,Paid Search,South,1
101808,3,4,Paid Search,North,1
101809,10.5,2,Paid Search,North,1
101810,3.75,1,Paid Search,South,1
101811,2,1,Direct,South,1
101812,1.5,1,Paid Search,South,1
101813,9,4,Paid Search,North,1
101814,12,4,Paid Search,South,1
101815,12,4,Paid Search,North,1
101816,9,2,Paid Search,South,1
101817,1.5,1,Paid Search,North,0
101818,1.5,1,Paid Search,North,0
101819,9,3,Direct,South,1
101820,4.5,3,Paid Search,North,1
101821,3,2,Paid Search,South,1
101822,3,1,Paid Search,South,1
101823,9,2,Paid Search,South,1
101824,2,1,Paid Search,North,0
101825,4.5,2,Paid Search,South,1
101826,5.25,3,Paid Search,North,1
101827,4.5,4,Paid Search,North,1
101828,4.5,2,Direct,South,1
101829,9,4,Paid Search,South,1
101830,12,4,Direct,North,1
101831,6,2,Direct,North,1
101832,4.5,3,Paid Search,North,1
101833,11.25,4,Direct,South,1
101834,6,4,Paid Search,South,1
101835,3.75,3,Paid Search,South,1
101836,3,4,Paid Search,North,1
101837,3,2,Paid Search,North,0
101838,1,1,Paid Search,North,0
101839,6,4,Paid Search,North,1
101840,6,3,Paid Search,North,1
101841,9,2,Paid Search,North,1
101842,5.25,2,Paid Search,South,1
101843,4.5,4,Direct,North,1
101844,6,4,Direct,North,1
101845,4.5,4,Paid Search,North,1
101846,5.25,3,Paid Search,South,1
101847,4.5,4,Paid Search,South,1
101848,6,2,Paid Search,North,0
101849,2.25,1,Paid Search,South,1
101850,3,4,Paid Search,North,1
101851,5,2,Paid Search,North,0
101852,6,4,Paid Search,South,1
101853,3.75,4,Paid Search,North,1
101854,4.5,4,Paid Search,North,1
101855,9,2,Paid Search,South,1
101856,6,3,Paid Search,North,1
101857,2.5,1,Direct,North,1
101858,3.75,2,Paid Search,North,0
101859,3.75,2,Paid Search,South,1
101860,2.25,1,Paid Search,North,0
101861,6,2,Paid Search,North,0
101862,4.5,2,Direct,North,1
101863,6,4,Paid Search,North,1
101864,6.75,2,Paid Search,North,1
101865,2.5,1,Paid Search,South,1
101866,3.75,4,Paid Search,South,1
101867,4.5,1,Paid Search,North,0
101868,3,4,Paid Search,South,1
101869,9,2,Direct,South,1
101870,3,4,Paid Search,North,1
101871,9,4,Paid Search,South,1
101872,1.5,1,Paid Search,North,0
101873,6,1,Direct,North,1
101874,3.75,1,Paid Search,North,0
101875,3,2,Paid Search,South,1
101876,2.75,1,Paid Search,North,0
101877,4.5,4,Paid Search,South,1
101878,9,2,Paid Search,North,1
101879,2.25,1,Paid Search,South,1
101880,7.5,3,Paid Search,South,1
101881,6,3,Paid Search,South,1
101882,6,4,Paid Search,South,1
101883,7.5,4,Paid Search,North,1
101884,4.5,4,Paid Search,North,1
101885,6,3,Paid Search,South,1
101886,3,4,Direct,North,1
101887,6,3,Direct,North,1
101888,12,2,Direct,South,1
101889,9,4,Paid Search,North,1
101890,7,4,Paid Search,South,1
101891,6.75,4,Direct,North,1
101892,3.75,4,Paid Search,North,1
101893,3,4,Paid Search,North,1
101894,9,4,Paid Search,South,1
101895,4.5,3,Paid Search,North,1
101896,9,2,Paid Search,South,1
101897,5.25,4,Paid Search,North,1
101898,3,2,Paid Search,South,1
101899,3.75,4,Paid Search,North,1
101900,4.5,3,Paid Search,South,1
101901,4,4,Paid Search,South,1
101902,5,4,Paid Search,South,1
101903,9,4,Paid Search,South,1
101904,3.75,2,Paid Search,North,0
101905,6,1,Paid Search,North,0
101906,3,2,Paid Search,South,1
101907,5.25,2,Paid Search,South,1
101908,9,2,Direct,South,1
101909,3.75,2,Paid Search,North,0
101910,2.25,1,Paid Search,North,0
101911,9,4,Paid Search,North,1
101912,6,4,Paid Search,South,1
101913,7.5,4,Paid Search,South,1
101914,2.75,1,Direct,North,1
101915,6,2,Direct,North,1
101916,12,2,Direct,North,1
101917,2.5,1,Paid Search,North,0
101918,1.5,1,Paid Search,North,0
101919,6,1,Paid Search,North,0
101920,6,2,Paid Search,North,0
101921,4.5,2,Paid Search,North,0
101922,12,1,Paid Search,North,1
101923,2.25,1,Paid Search,South,1
101924,3,4,Paid Search,South,1
101925,6,1,Paid Search,South,1
101926,3,2,Paid Search,North,0
101927,4.5,4,Paid Search,North,1
101928,12,4,Paid Search,North,1
101929,7.5,4,Paid Search,North,1
101930,3,2,Paid Search,North,0
101931,6,1,Paid Search,North,0
101932,2.25,1,Paid Search,North,0
101933,2.25,1,Paid Search,South,1
101934,3,4,Paid Search,North,1
101935,3,1,Paid Search,North,0
101936,7.5,3,Paid Search,North,1
101937,2.25,1,Paid Search,South,1
101938,1.5,1,Paid Search,North,0
101939,15,4,Direct,North,1
101940,6,4,Paid Search,South,1
101941,3,3,Paid Search,South,1
101942,2.5,1,Paid Search,South,1
101943,6,2,Paid Search,North,0
101944,1,1,Paid Search,South,1
101945,3.75,1,Paid Search,North,0
101946,12,1,Paid Search,North,1
101947,6,4,Paid Search,North,1
101948,3,4,Paid Search,North,1
101949,4.5,1,Paid Search,North,0
101950,6,4,Paid Search,South,1
101951,4.5,3,Direct,South,1
101952,9,1,Direct,South,1
101953,6,4,Paid Search,South,1
101954,9,2,Paid Search,North,1
101955,3,4,Paid Search,North,1
101956,6,4,Paid Search,North,1
101957,7.5,4,Paid Search,North,1
101958,2.25,1,Paid Search,South,1
101959,7,2,Paid Search,South,1
101960,6,4,Paid Search,North,1
101961,1.5,1,Paid Search,South,1
101962,5.25,4,Paid Search,North,1
101963,3.75,2,Paid Search,South,1
101964,6,2,Paid Search,South,1
101965,1.5,1,Direct,South,1
101966,7.5,1,Paid Search,North,1
101967,6.75,2,Paid Search,North,1
101968,3.75,2,Paid Search,North,0
101969,10.5,4,Paid Search,South,1
101970,2.75,1,Paid Search,North,0
101971,3.75,2,Direct,North,1
101972,6,4,Paid Search,North,1
101973,6,4,Paid Search,North,1
101974,15,4,Direct,North,1
101975,7.5,2,Paid Search,North,1
101976,6,3,Paid Search,South,1
101977,1.5,1,Paid Search,South,1
101978,4.5,2,Direct,North,1
101979,6,4,Paid Search,North,1
101980,3.75,2,Paid Search,South,1
101981,7.5,2,Paid Search,South,1
101982,12,2,Direct,South,1
101983,5.25,1,Paid Search,North,0
101984,9,2,Paid Search,South,1
101985,6,2,Paid Search,South,1
101986,3.75,3,Paid Search,North,1
101987,10.5,1,Direct,South,1
101988,3.25,4,Paid Search,South,1
101989,6,2,Paid Search,North,0
101990,6,2,Paid Search,North,0
101991,3,1,Direct,South,1
101992,3.75,4,Paid Search,North,1
101993,4.5,4,Paid Search,South,1
101994,9,3,Paid Search,North,1
101995,3,3,Paid Search,North,1
101996,3,4,Paid Search,South,1
101997,7.5,4,Paid Search,North,1
101998,3,4,Paid Search,North,1
101999,11.25,4,Paid Search,North,1
102000,11.25,4,Paid Search,South,1
102001,1.5,1,Paid Search,North,0
102002,12,2,Paid Search,South,1
102003,3,3,Direct,South,1
102004,10.5,4,Paid Search,South,1
102005,6,4,Paid Search,South,1
102006,9,4,Direct,South,1
102007,6,4,Paid Search,South,1
102008,9,2,Paid Search,South,1
102009,3,4,Paid Search,South,1
102010,7.5,2,Paid Search,North,1
102011,3,1,Paid Search,South,1
102012,12,4,Direct,South,1
102013,3,1,Paid Search,North,0
102014,6,4,Paid Search,North,1
102015,3.75,4,Paid Search,South,1
102016,6,2,Paid Search,North,0
102017,6,4,Paid Search,North,1
102018,7.5,3,Direct,South,1
102019,6,2,Paid Search,North,0
102020,6,2,Paid Search,South,1
102021,2.25,1,Paid Search,North,0
102022,1.5,1,Paid Search,South,1
102023,2.5,1,Paid Search,North,0
102024,3,4,Paid Search,South,1
102025,2.5,1,Paid Search,South,1
102026,1.5,1,Paid Search,North,0
102027,1.5,1,Paid Search,North,0
102028,3,3,Paid Search,South,1
102029,1.75,1,Paid Search,South,1
102030,15,4,Direct,South,1
102031,4.5,3,Direct,South,1
102032,6,2,Paid Search,South,1
102033,4.5,2,Paid Search,South,1
102034,3,4,Direct,North,1
102035,3,1,Paid Search,North,0
102036,11.25,2,Paid Search,North,1
102037,12,3,Direct,North,1
102038,4.5,2,Paid Search,North,0
102039,2.5,1,Paid Search,South,1
102040,2.25,1,Paid Search,North,0
102041,7.5,2,Paid Search,North,1
102042,3,1,Paid Search,South,1
102043,4.5,4,Direct,South,1
102044,7.5,4,Paid Search,North,1
102045,12,4,Paid Search,North,1
102046,2.75,1,Paid Search,North,0
102047,9,4,Paid Search,North,1
102048,1.5,1,Paid Search,North,0
102049,2.75,1,Paid Search,North,0
102050,3,2,Paid Search,North,0
102051,6,2,Paid Search,North,0
102052,6.75,2,Paid Search,North,1
102053,3,2,Paid Search,South,1
102054,4.5,1,Paid Search,South,1
102055,9,4,Paid Search,North,1
102056,1.5,1,Paid Search,North,0
102057,3,1,Paid Search,South,1
102058,9,2,Paid Search,South,1
102059,4.5,2,Paid Search,South,1
102060,9,4,Paid Search,North,1
102061,2.25,1,Direct,South,1
102062,3.75,4,Paid Search,North,1
102063,9,4,Direct,North,1
102064,12,2,Direct,South,1
102065,6,4,Paid Search,North,1
102066,6.75,4,Direct,North,1
102067,3,2,Paid Search,South,1
102068,3,1,Paid Search,North,0
102069,9,4,Direct,North,1
102070,9,4,Paid Search,North,1
102071,9,2,Paid Search,North,1
102072,1.75,1,Paid Search,North,0
102073,2,1,Direct,South,1
102074,10.5,1,Direct,South,1
102075,9,4,Direct,North,1
102076,3,4,Paid Search,North,1
102077,10.5,3,Paid Search,North,1
102078,2.75,1,Paid Search,South,1
102079,13.5,2,Paid Search,South,1
102080,7.5,1,Paid Search,South,1
102081,6,1,Paid Search,North,0
102082,3.75,3,Paid Search,North,1
102083,4.5,4,Direct,South,1
102084,6,4,Direct,North,1
102085,2.5,1,Paid Search,South,1
102086,3,2,Direct,North,1
102087,4.5,1,Paid Search,North,0
102088,9,4,Direct,North,1
102089,4.5,3,Paid Search,North,1
102090,3,3,Direct,North,1
102091,3,4,Paid Search,North,1
102092,3,3,Paid Search,North,1
102093,3,3,Paid Search,North,1
102094,6,4,Paid Search,North,1
102095,3,4,Paid Search,North,1
102096,13.5,4,Direct,South,1
102097,3,2,Direct,North,1
102098,4.5,4,Direct,North,1
102099,9,4,Paid Search,North,1
102100,5,4,Paid Search,South,1
102101,6,4,Paid Search,North,1
102102,9,4,Paid Search,North,1
102103,1.5,1,Paid Search,South,1
102104,2.25,1,Paid Search,North,0
102105,3,4,Paid Search,South,1
102106,6,3,Direct,South,1
102107,4.5,4,Paid Search,South,1
102108,3,2,Paid Search,South,1
102109,6,2,Paid Search,North,0
102110,3.5,2,Direct,North,1
102111,1.5,1,Direct,North,1
102112,3.75,4,Direct,North,1
102113,4.5,3,Paid Search,South,1
102114,9,2,Paid Search,North,1
102115,3,1,Paid Search,South,1
102116,12,1,Paid Search,North,1
102117,10.5,3,Paid Search,North,1
102118,2.5,1,Paid Search,South,1
102119,8.25,4,Paid Search,North,1
102120,3,3,Paid Search,South,1
102121,5.25,2,Paid Search,South,1
102122,6,2,Paid Search,North,0
102123,3,2,Paid Search,South,1
102124,2.5,1,Paid Search,North,0
102125,4.5,3,Paid Search,North,1
102126,3,2,Paid Search,North,0
102127,3,2,Paid Search,North,0
102128,3,2,Direct,North,1
102129,3,2,Paid Search,North,0
102130,3,2,Paid Search,South,1
102131,12,2,Paid Search,North,1
102132,9,3,Direct,North,1
102133,3.75,3,Paid Search,South,1
102134,4.5,4,Paid Search,North,1
102135,15,4,Paid Search,South,1
102136,3,2,Paid Search,North,0
102137,6.75,2,Paid Search,South,1
102138,3,3,Paid Search,North,1
102139,3.75,2,Paid Search,North,0
102140,3,2,Paid Search,South,1
102141,1.5,1,Paid Search,South,1
102142,9,1,Paid Search,North,1
102143,6.75,2,Paid Search,South,1
102144,4.5,2,Paid Search,South,1
102145,5.25,4,Paid Search,North,1
102146,12,2,Direct,North,1
102147,1.5,1,Paid Search,North,0
102148,3,3,Paid Search,North,1
102149,9,2,Paid Search,South,1
102150,4.5,4,Paid Search,North,1
102151,1.5,1,Paid Search,South,1
102152,2.5,1,Paid Search,North,0
102153,9,1,Paid Search,North,1
102154,6,4,Paid Search,South,1
102155,6,4,Direct,North,1
102156,3,4,Paid Search,South,1
102157,2.25,1,Direct,South,1
102158,3,1,Direct,North,1
102159,6,3,Paid Search,South,1
102160,1.5,1,Paid Search,North,0
102161,6,4,Paid Search,South,1
102162,4.5,1,Paid Search,North,0
102163,3.75,3,Paid Search,North,1
102164,2.5,1,Paid Search,South,1
102165,9,4,Paid Search,North,1
102166,1.5,1,Paid Search,North,0
102167,4.5,2,Paid Search,North,0
102168,2.75,1,Paid Search,North,0
102169,6,4,Paid Search,South,1
102170,6,4,Direct,North,1
102171,3.75,3,Paid Search,North,1
102172,3,1,Paid Search,North,0
102173,6,2,Paid Search,South,1
102174,2,1,Paid Search,North,0
102175,5.25,1,Direct,South,1
102176,7.5,1,Paid Search,North,1
102177,3,1,Paid Search,South,1
102178,1.5,1,Paid Search,North,0
102179,3,2,Paid Search,North,0
102180,5.25,4,Paid Search,North,1
102181,9,1,Direct,North,1
102182,9,2,Direct,South,1
102183,5.25,2,Paid Search,North,0
102184,6,4,Paid Search,North,1
102185,4.5,4,Paid Search,North,1
102186,3.75,2,Paid Search,North,0
102187,2.25,1,Paid Search,South,1
102188,4,3,Paid Search,South,1
102189,3,1,Paid Search,North,0
102190,4.5,4,Paid Search,North,1
102191,6,3,Direct,South,1
102192,12,4,Direct,North,1
102193,6.75,2,Direct,North,1
102194,1.5,1,Paid Search,South,1
102195,11.25,4,Paid Search,North,1
102196,2.25,1,Direct,South,1
102197,1.5,1,Paid Search,North,0
102198,3,4,Paid Search,North,1
102199,6,4,Paid Search,North,1
102200,4.5,3,Paid Search,North,1
102201,2.25,1,Direct,North,1
102202,3,3,Paid Search,North,1
102203,6.75,4,Direct,South,1
102204,3,4,Direct,North,1
102205,3,1,Paid Search,North,0
102206,7.5,4,Paid Search,South,1
102207,3,4,Paid Search,North,1
102208,3,3,Paid Search,North,1
102209,6,2,Direct,South,1
102210,3,2,Paid Search,South,1
102211,2.25,1,Paid Search,North,0
102212,9,4,Paid Search,South,1
102213,6.75,4,Direct,South,1
102214,7.5,4,Direct,North,1
102215,9,2,Paid Search,North,1
102216,1.5,1,Direct,North,1
102217,4.5,1,Direct,South,1
102218,9,2,Paid Search,South,1
102219,6,2,Paid Search,South,1
102220,2.5,1,Paid Search,South,1
102221,3,1,Paid Search,North,0
102222,3,4,Direct,North,1
102223,3,2,Paid Search,North,0
102224,6,4,Direct,North,1
102225,3.75,2,Paid Search,South,1
102226,9,2,Direct,North,1
102227,12,2,Paid Search,North,1
102228,3,4,Paid Search,North,1
102229,2.25,1,Paid Search,North,0
102230,6,1,Paid Search,North,0
102231,9,2,Paid Search,North,1
102232,2.25,1,Paid Search,South,1
102233,3,1,Paid Search,South,1
102234,4.5,2,Paid Search,North,0
102235,1,1,Paid Search,South,1
102236,6,2,Paid Search,North,0
102237,1.5,1,Paid Search,North,0
102238,5.25,2,Direct,North,1
102239,3,2,Paid Search,North,0
102240,7.5,3,Paid Search,North,1
102241,6,2,Paid Search,North,0
102242,1.5,1,Paid Search,South,1
102243,12,4,Paid Search,South,1
102244,3,2,Direct,South,1
102245,3,3,Direct,North,1
102246,6,1,Direct,North,1
102247,3,4,Paid Search,North,1
102248,1.5,1,Paid Search,North,0
102249,6,2,Paid Search,South,1
102250,4.5,4,Paid Search,South,1
102251,1.5,1,Paid Search,South,1
102252,3,2,Paid Search,North,0
102253,7.5,2,Paid Search,North,1
102254,6,3,Paid Search,South,1
102255,2.25,1,Paid Search,South,1
102256,15,1,Paid Search,North,1
102257,6,2,Paid Search,North,0
102258,3,1,Paid Search,North,0
102259,3.75,4,Paid Search,North,1
102260,2.75,1,Paid Search,North,0
102261,3,2,Paid Search,South,1
102262,6,4,Paid Search,North,1
102263,4.5,4,Paid Search,South,1
102264,3,4,Direct,South,1
102265,2.5,1,Paid Search,South,1
102266,3.75,3,Paid Search,North,1
102267,9,4,Direct,North,1
102268,6,3,Paid Search,North,1
102269,3.5,4,Paid Search,North,1
102270,6,2,Paid Search,North,0
102271,4.5,3,Paid Search,North,1
102272,3,4,Paid Search,South,1
102273,12,4,Paid Search,North,1
102274,12,4,Paid Search,North,1
102275,7.5,1,Direct,North,1
102276,2.25,1,Paid Search,North,0
102277,4.5,2,Paid Search,South,1
102278,3,4,Paid Search,South,1
102279,1.5,1,Paid Search,North,0
102280,6,4,Paid Search,North,1
102281,3.75,4,Paid Search,South,1
102282,3,2,Paid Search,North,0
102283,4.5,4,Paid Search,North,1
102284,3.75,4,Paid Search,North,1
102285,6,2,Paid Search,North,0
102286,11.75,1,Paid Search,North,1
102287,12,3,Paid Search,North,1
102288,12,4,Direct,South,1
102289,3,4,Paid Search,North,1
102290,6,4,Paid Search,North,1
102291,3,2,Direct,South,1
102292,9,4,Paid Search,North,1
102293,6,4,Paid Search,South,1
102294,10.5,4,Paid Search,North,1
102295,12,2,Direct,North,1
102296,12,2,Paid Search,North,1
102297,3,4,Paid Search,North,1
102298,2.5,1,Paid Search,North,0
102299,4.5,4,Paid Search,South,1
102300,5.25,2,Paid Search,South,1
102301,1.5,1,Paid Search,North,0
102302,9,1,Paid Search,North,1
102303,6,2,Paid Search,North,0
102304,2.5,1,Paid Search,North,0
102305,12,2,Paid Search,South,1
102306,1.5,1,Paid Search,North,0
102307,7.5,4,Paid Search,South,1
102308,3,3,Paid Search,North,1
102309,2,1,Paid Search,South,1
102310,2.25,1,Paid Search,North,0
102311,12,4,Direct,South,1
102312,6,1,Paid Search,North,0
102313,6,4,Paid Search,South,1
102314,3,3,Paid Search,South,1
102315,1,1,Paid Search,North,0
102316,9,4,Paid Search,North,1
102317,3,3,Paid Search,South,1
102318,6,4,Paid Search,North,1
102319,3,2,Direct,North,1
102320,3.75,4,Paid Search,North,1
102321,7.5,2,Paid Search,North,1
102322,6,3,Paid Search,North,1
102323,6,1,Paid Search,South,1
102324,4.5,2,Paid Search,North,0
102325,4.5,3,Paid Search,North,1
102326,2,1,Paid Search,North,0
102327,3,4,Paid Search,South,1
102328,6,3,Paid Search,North,1
102329,9,2,Paid Search,North,1
102330,1.5,1,Paid Search,North,0
102331,6,4,Paid Search,South,1
102332,4.5,2,Direct,North,1
102333,15,2,Paid Search,North,1
102334,12,4,Paid Search,South,1
102335,6,4,Paid Search,South,1
102336,1.5,1,Paid Search,North,0
102337,3.25,4,Paid Search,South,1
102338,3.75,2,Paid Search,North,0
102339,6,4,Paid Search,North,1
102340,2.5,1,Paid Search,North,0
102341,6,4,Direct,South,1
102342,5.25,4,Paid Search,North,1
102343,4.5,3,Paid Search,North,1
102344,4.5,1,Direct,North,1
102345,2.5,1,Paid Search,North,0
102346,3.75,2,Paid Search,North,0
102347,3.25,4,Paid Search,North,1
102348,6,4,Paid Search,North,1
102349,1.5,1,Direct,North,1
102350,2.25,1,Direct,North,1
102351,2.25,1,Paid Search,North,0
102352,2.25,1,Paid Search,North,0
102353,4.5,4,Paid Search,South,1
102354,3,2,Paid Search,North,0
102355,2.5,1,Direct,North,1
102356,6,2,Paid Search,North,0
102357,3,4,Paid Search,North,1
102358,9,2,Paid Search,North,1
102359,3,2,Paid Search,North,0
102360,7.5,4,Paid Search,North,1
102361,4.5,4,Direct,North,1
102362,3,3,Paid Search,South,1
102363,3,2,Paid Search,South,1
102364,1.5,1,Paid Search,North,0
102365,4.5,1,Paid Search,North,0
102366,3,4,Direct,South,1
102367,4.5,1,Paid Search,South,1
102368,4.5,4,Paid Search,North,1
102369,9,2,Paid Search,North,1
102370,4.5,4,Paid Search,South,1
102371,9,4,Paid Search,North,1
102372,4.5,4,Paid Search,South,1
102373,2.5,1,Paid Search,North,0
102374,15,4,Paid Search,South,1
102375,15,4,Direct,South,1
102376,12,4,Direct,South,1
102377,4.5,3,Paid Search,South,1
102378,1.75,1,Paid Search,South,1
102379,9,2,Paid Search,North,1
102380,1.5,1,Paid Search,North,0
102381,5,4,Paid Search,North,1
102382,4.5,4,Paid Search,South,1
102383,5.5,4,Paid Search,North,1
102384,3,1,Paid Search,North,0
102385,7.5,2,Direct,South,1
102386,4.5,1,Paid Search,South,1
102387,4.5,2,Paid Search,North,0
102388,4.5,4,Paid Search,North,1
102389,3.75,4,Direct,South,1
102390,2.25,1,Direct,South,1
102391,4.5,2,Paid Search,South,1
102392,3,4,Paid Search,North,1
102393,9,4,Paid Search,South,1
102394,1.5,1,Paid Search,North,0
102395,2.25,1,Paid Search,South,1
102396,9.75,3,Direct,South,1
102397,3,4,Paid Search,South,1
102398,9,2,Paid Search,South,1
102399,3,1,Paid Search,North,0
102400,6,1,Paid Search,North,0
102401,4.5,4,Paid Search,South,1
102402,4.5,4,Direct,North,1
102403,6,2,Direct,South,1
102404,3.5,2,Paid Search,North,0
102405,4.5,4,Paid Search,North,1
102406,6,1,Paid Search,North,0
102407,6,4,Paid Search,North,1
102408,3.75,2,Paid Search,North,0
102409,6,2,Paid Search,South,1
102410,3,2,Paid Search,North,0
102411,6,4,Paid Search,North,1
102412,8.25,2,Paid Search,South,1
102413,3,2,Direct,North,1
102414,2.5,1,Paid Search,South,1
102415,6,2,Paid Search,North,0
102416,9,2,Paid Search,South,1
102417,3,1,Paid Search,North,0
102418,4.5,2,Direct,North,1
102419,5.25,2,Paid Search,North,0
102420,4.5,2,Paid Search,North,0
102421,3.75,3,Paid Search,South,1
102422,3,2,Paid Search,North,0
102423,3,3,Paid Search,South,1
102424,5.25,3,Paid Search,North,1
102425,3,2,Paid Search,North,0
102426,4.5,3,Paid Search,North,1
102427,7,2,Paid Search,North,1
102428,4.5,3,Paid Search,North,1
